"user_id","name","screen_name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x1692265142","Momo","thatonemomo","","22 year old college student trying to find her way in the world|Public Health Major|Senior at CSUN","https://t.co/JLITc89Iw5",FALSE,55,174,1,6061,2813,2013-08-22 22:40:59,FALSE,"https://t.co/JLITc89Iw5","http://www.pinterest.com/thatonemomo","en","https://pbs.twimg.com/profile_banners/1692265142/1483593805","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/889651381992210432/RO-6h6-a_normal.jpg"
"x2820448570","VillageSoup","VStv_ME","Rockland, ME","Serving Midcoast Maine with 'The Courier Gazette', 'The Camden Herald', and 'The Republican Journal'.","https://t.co/0VtoCWeFlN",FALSE,561,619,30,14252,290,2014-10-09 20:03:45,FALSE,"https://t.co/0VtoCWeFlN","http://villagesoup.com/","en","https://pbs.twimg.com/profile_banners/2820448570/1513611337","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/942780165284876290/LnYax5Ha_normal.jpg"
"x2820448570","VillageSoup","VStv_ME","Rockland, ME","Serving Midcoast Maine with 'The Courier Gazette', 'The Camden Herald', and 'The Republican Journal'.","https://t.co/0VtoCWeFlN",FALSE,561,619,30,14252,290,2014-10-09 20:03:45,FALSE,"https://t.co/0VtoCWeFlN","http://villagesoup.com/","en","https://pbs.twimg.com/profile_banners/2820448570/1513611337","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/942780165284876290/LnYax5Ha_normal.jpg"
"x634368915","Tlakayoli","ObsoleteOldman","México","Hago videos por necesidad, espero a la muerte con los brazos cruzados porque ya se tardo en recogerme. Patadas a los niños, caricias a los animales. #Obsoleto","https://t.co/7bYA9aSuBC",FALSE,345,963,4,20496,27205,2012-07-13 04:29:21,FALSE,"https://t.co/7bYA9aSuBC","https://www.youtube.com/channel/UCa3uFqKMz1VmTQ1gVwAvxFA","es","https://pbs.twimg.com/profile_banners/634368915/1395510649","http://pbs.twimg.com/profile_background_images/378800000116363333/46c33f2c0b9c27912a2339f169d0cba8.jpeg","http://pbs.twimg.com/profile_images/962889174209634304/YdSIg_n4_normal.jpg"
"x715304004557807616","nurseguy55ster2","nurseguy55ster2","Washington, USA","Musician | Artist | Animator | Singer | 13 | EN/ES/FR | Founder of @art_coalition| Art Portfolio: https://t.co/BZQOPVIBga","https://t.co/jy1VjKA5iS",FALSE,304,749,6,3728,1923,2016-03-30 22:25:39,FALSE,"https://t.co/jy1VjKA5iS","https://www.youtube.com/channel/UC6nwAqWFj8bPwCLNe6rtkSA","en","https://pbs.twimg.com/profile_banners/715304004557807616/1519023251","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/964144251180236800/zx5a84z-_normal.jpg"
"x920803619187937280","Talia","taliajaaane","Ontario, Canada","Perpetually tired, small actor lady, who could always use another coffee.","https://t.co/MBXg4LhAyk",FALSE,58,193,0,217,2040,2017-10-19 00:07:45,FALSE,"https://t.co/MBXg4LhAyk","http://Instagram.com/taliajaaane","en","https://pbs.twimg.com/profile_banners/920803619187937280/1520310889",,"http://pbs.twimg.com/profile_images/971508575595122688/Ou93cehC_normal.jpg"
"x952635762473803776","Yuliana Picazo","agri_chic","California, USA","Agriculturalist| Foodie| Ag Tech Chic| Plant whisperer | 🌱🍊🥄🤖 ...yes I still live with cows 🙃#mystealthyfreedom supporter",,FALSE,40,232,0,418,402,2018-01-14 20:17:19,FALSE,,,"en","https://pbs.twimg.com/profile_banners/952635762473803776/1515993116",,"http://pbs.twimg.com/profile_images/971112400429596673/NIHbRrK3_normal.jpg"
"x18917594","FOX Carolina News","foxcarolinanews","Greenville, S.C.","The official Twitter account for FOX Carolina News.","https://t.co/GRtZf6O8ni",FALSE,75885,2958,622,122820,951,2009-01-12 22:05:01,TRUE,"https://t.co/GRtZf6O8ni","http://www.foxcarolina.com","en","https://pbs.twimg.com/profile_banners/18917594/1520636242","http://pbs.twimg.com/profile_background_images/374511254/twiter-bkgd-2011.jpg","http://pbs.twimg.com/profile_images/946051149009997824/zBqXoq4g_normal.jpg"
"x64859158","Heather Swift","heatherswifty","Ithaca, New York","","http://t.co/3HhuI0B6",FALSE,1428,637,459,163031,19711,2009-08-11 23:17:41,FALSE,"http://t.co/3HhuI0B6","http://takeawareness2action.wordpress.com","en","https://pbs.twimg.com/profile_banners/64859158/1353554946","http://pbs.twimg.com/profile_background_images/86750229/DSC01457.jpg","http://pbs.twimg.com/profile_images/839158935345065984/b38FX1Pw_normal.jpg"
"x52426212","AAMC","AAMCtoday","Washington, D.C.","Association of American Medical Colleges is a nonprofit representing #medschools & teaching hospitals.
All submissions subject to https://t.co/1eXURuZzIm","https://t.co/tRhzCo7Lsq",FALSE,44311,3118,808,16442,8861,2009-06-30 15:35:32,FALSE,"https://t.co/tRhzCo7Lsq","http://news.aamc.org","en","https://pbs.twimg.com/profile_banners/52426212/1437665522","http://pbs.twimg.com/profile_background_images/378800000150112433/RubnlRrJ.jpeg","http://pbs.twimg.com/profile_images/875454464244797440/cGgJck35_normal.jpg"
"x236219296","Kim","DELoveNeverDies","United States","#DelenaForever #TripleEndgame I have other minor ships.",,FALSE,1152,785,31,49863,57570,2011-01-10 02:40:11,FALSE,,,"en","https://pbs.twimg.com/profile_banners/236219296/1511745651","http://abs.twimg.com/images/themes/theme11/bg.gif","http://pbs.twimg.com/profile_images/934955614547206144/5A7jbkv4_normal.jpg"
"x892029868870967297","Event Insider","EVInsiderBlog","New York","A blog about events from one of the depths of the event industry from the supplier's perspective. #EVInsiderBlog","https://t.co/uLIxAYJqfs",FALSE,72,279,1,216,72,2017-07-31 14:31:08,FALSE,"https://t.co/uLIxAYJqfs","http://www.eventinsider.us","en","https://pbs.twimg.com/profile_banners/892029868870967297/1501514519","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/892032677326540801/wGV-CYPS_normal.jpg"
"x16255892","NewsAdvance.com","newsadvance","Lynchburg, VA","The News & Advance: Daily newspaper for Lynchburg, Virginia + Amherst, Appomattox, Bedford and Campbell counties.","http://t.co/vhXljyrAtF",FALSE,8557,922,266,32009,219,2008-09-12 12:51:53,FALSE,"http://t.co/vhXljyrAtF","http://www.newsadvance.com","en","https://pbs.twimg.com/profile_banners/16255892/1372265919","http://pbs.twimg.com/profile_background_images/47373820/Twitter-BG-LNA.jpg","http://pbs.twimg.com/profile_images/872378514/LNA-facebook-logo_normal.png"
"x126782814","Roberto Garay-Cabada","pulmones","Mexico","Pediatra, Pulmonologia Pediátrica Hermosillo, Sonora Mexico","https://t.co/AlFmHtrwD7",FALSE,888,64,21,4836,107,2010-03-27 00:18:47,FALSE,"https://t.co/AlFmHtrwD7","http://pulmonespediatria.blogspot.com/","es",,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1453746006/Jul_19_11_normal.jpg"
"x107177573","Diane Hake","dianehake","Palmdale, California","Born and raised in Pittsburgh, (live in So. California) forever a Steeler fan! ❤️ my dogs, Penguins, PSU football, Lakers, Angels & Photography!",,FALSE,384,239,16,37099,34082,2010-01-21 19:28:39,FALSE,,,"en","https://pbs.twimg.com/profile_banners/107177573/1518909142","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/969646496890068993/CrznhquV_normal.jpg"
"x1354699003","Alexandria the Red","Alexandriathred","Orange County, CA","Married. Cosplayer. Model. Geek extraordinaire. Alexandriathered@gmail.com 💌PO BOX 28807 Santa Ana, CA 92799","https://t.co/IVrJsguR5Q",FALSE,24677,478,262,26430,69215,2013-04-15 15:59:57,FALSE,"https://t.co/IVrJsguR5Q","https://www.patreon.com/Alexandriathered","en","https://pbs.twimg.com/profile_banners/1354699003/1518645982","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/956033031038558210/VO54-St1_normal.jpg"
"x18909909","Faith_it","Faith_it","wherever my RV is parked ","Seeking the ways of the Lord, Author, Minister, Counselor, Grandpa","https://t.co/zsyn5JS2vy",FALSE,18,145,0,174,27,2009-01-12 18:36:39,FALSE,"https://t.co/zsyn5JS2vy","https://outskirtspress.com/webpage/isbn/9781478751281","en",,"http://pbs.twimg.com/profile_background_images/3877598/House_progress_and_trees_in_cove_001.jpg","http://pbs.twimg.com/profile_images/612967564340240384/FDbTVnWN_normal.jpg"
"x2896675593","MaryLa","NutterMutter","","Librarian",,FALSE,505,1680,1,13863,3899,2014-11-29 01:39:19,FALSE,,,"en","https://pbs.twimg.com/profile_banners/2896675593/1516154824","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/808365829242941440/1F38G1wY_normal.jpg"
"x1560383569","B rad","Brad_stang","Columbus,OH","22 lifting, cars, money. yes I drive a mustang. I don’t care if u don’t like me I don’t like u💯",,FALSE,380,146,0,15750,4921,2013-07-01 11:51:00,FALSE,,,"en","https://pbs.twimg.com/profile_banners/1560383569/1513563754","http://pbs.twimg.com/profile_background_images/378800000103291273/13722ae3c998cafd2eda2556112c9990.jpeg","http://pbs.twimg.com/profile_images/971478260939919361/wnPf0CQe_normal.jpg"
"x2809100089","Thomas Covenant","NGC_3572","NGC3572","Friendly geek, will support human rights projects, @L10nLab, ICANN fellow, EFF/FSFE member, Toool, Chaos Amsterdam.
Happily non-binary. Terry Pratchett fan. :-)","https://t.co/avYRC5Kypx",FALSE,1349,885,21,3372,19686,2014-09-14 08:53:19,FALSE,"https://t.co/avYRC5Kypx","https://wiki.techinc.nl/index.php/User:Thomascovenant","en","https://pbs.twimg.com/profile_banners/2809100089/1513472218","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/943282520459792385/gaa-Og6S_normal.jpg"
"x150474581","Kayla Marie Barrett","MissKaylaMarie8","Lusby, MD","still pissed about not being a mermaid #darkandtwisty",,FALSE,186,421,1,4998,786,2010-06-01 01:20:15,FALSE,,,"en","https://pbs.twimg.com/profile_banners/150474581/1505837050","http://pbs.twimg.com/profile_background_images/270143944/MarylandJobsembscan.jpg","http://pbs.twimg.com/profile_images/964359920832323587/UYm7bs40_normal.jpg"
"x952635762473803776","Yuliana Picazo","agri_chic","California, USA","Agriculturalist| Foodie| Ag Tech Chic| Plant whisperer | 🌱🍊🥄🤖 ...yes I still live with cows 🙃#mystealthyfreedom supporter",,FALSE,40,232,0,418,402,2018-01-14 20:17:19,FALSE,,,"en","https://pbs.twimg.com/profile_banners/952635762473803776/1515993116",,"http://pbs.twimg.com/profile_images/971112400429596673/NIHbRrK3_normal.jpg"
"x3195638322","مشعل الهلالي 💙","Meshal_Alhilale","Whatever ","‏‏ what you want to know 😑 just ask me",,FALSE,1733,386,0,13190,8531,2015-05-14 21:24:12,FALSE,,,"ar","https://pbs.twimg.com/profile_banners/3195638322/1520446569","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/971442494813720576/Y2QqeKZu_normal.jpg"
"x236976784","Ken Warren's Human","keniamacat","las vegas, NV","I was homeless 8 yrs ago. My human wrote a book SAY NO TO RADIATION & CONVENTIONAL CHEMO forward by Dr.FORSYTHE :-) :-) sayno2cancer@earthlink.net","https://t.co/JsKSlZyr4R",FALSE,1961,2434,79,50737,16584,2011-01-11 20:07:38,FALSE,"https://t.co/JsKSlZyr4R","http://www.cancerdocs4u.com","en","https://pbs.twimg.com/profile_banners/236976784/1401830913","http://abs.twimg.com/images/themes/theme8/bg.gif","http://pbs.twimg.com/profile_images/378800000420369699/9363c120af0f9469d233cf73dabac123_normal.jpeg"
"x159916407","Pat Flickner reporting live from Wakanda","pat4az","Phoenix, AZ","Army Veteran (30th Engr Bttn), Grandmother, Mother, Leader, pain in the ass to certain ppl and proud of it. #NotMyPresident #TraitorInChief #Indivisible",,FALSE,325,326,9,17295,17798,2010-06-26 17:24:00,FALSE,,,"en","https://pbs.twimg.com/profile_banners/159916407/1517914769","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/960830294218612737/eS_TeN-4_normal.jpg"
"x4206655463","maryleejames","maryleejames2","","",,FALSE,82,50,12,2056,4379,2015-11-17 03:04:22,FALSE,,,"en","https://pbs.twimg.com/profile_banners/4206655463/1447734446","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/666473005929865216/acITdNKT_normal.jpg"
"x22231438","Rachel Alexander","rachelwalexande","Spokane, WA","Reporter @SpokesmanReview. Health, homelessness, social issues, science, FOIA & data/assorted nerdery.  Roller derby alter ego: Minority Whip.","http://t.co/L8dQDq21UN",FALSE,2469,2178,129,21335,6739,2009-02-28 05:18:27,TRUE,"http://t.co/L8dQDq21UN","http://www.spokesman.com/staff/rachel-alexander/","en","https://pbs.twimg.com/profile_banners/22231438/1510792815","http://pbs.twimg.com/profile_background_images/416821606/galap_sunset-3.jpg","http://pbs.twimg.com/profile_images/864553269267374081/Rs-WrYrG_normal.jpg"
"x205576004","Joseph Haraszti, MD","DrJoeHaraszti","Pasadena, CA","Dr. Joe Haraszti is a world-renown psychiatrist and addictionologist who specializes in the treatment of depression, addiction and bipolar illness.",,FALSE,269,409,8,1902,4,2010-10-21 05:05:32,FALSE,,,"en","https://pbs.twimg.com/profile_banners/205576004/1464106343","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/735145725353287680/8xmSmKAU_normal.jpg"
"x41674924","Colin Baker","ColinBBaker","Los Angeles","","http://t.co/l6NNCdN0MG",FALSE,1331,2379,50,7889,2,2009-05-21 20:52:13,FALSE,"http://t.co/l6NNCdN0MG","http://kissmedicaco.com","en",,"http://pbs.twimg.com/profile_background_images/14710692/AHPR_logo_new.jpg","http://pbs.twimg.com/profile_images/1431275250/IMG_0030_normal.JPG"
"x16735168","rogerscott","rogerscott","Los Angeles","","http://t.co/wS6SEMs3Pj",FALSE,4841,859,40,9104,38,2008-10-14 07:52:09,FALSE,"http://t.co/wS6SEMs3Pj","http://kissmediaco.com","en",,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/378800000204924889/0872f4fc3532b87ca9e3aaf06e44a8a3_normal.png"
"x325770200","K.I.S.S. Media","KISSMediaCo","Los Angeles, CA","Your company has its own voice. We just turn up the volume. K.I.S.S. Media. 
#marketing #production #losangeles media training, social networking","http://t.co/PgcssDincG",FALSE,818,1872,64,7885,7,2011-06-28 20:56:31,FALSE,"http://t.co/PgcssDincG","http://www.kissmediaco.com","en",,"http://pbs.twimg.com/profile_background_images/279761202/K.I.S.S._lips_logo.jpg","http://pbs.twimg.com/profile_images/1417775932/Kiss_square_normal.jpg"
"x44375201","Marta Waller","martavision","Southern California","","http://t.co/O2klSdzshs",FALSE,9864,2700,46,8758,10,2009-06-03 14:59:22,FALSE,"http://t.co/O2klSdzshs","http://www.kissmediaco.com","en",,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1488826870/Marta_normal.jpg"
"x49317402","DeeG","deegrose","Ohio, USA","Roman Catholic, Conservatives , Honest Person who say what on her mind , Air Force military brat",,FALSE,1174,1284,39,33127,28077,2009-06-21 13:46:28,FALSE,,,"en",,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/936773022291132416/IcO6TGSa_normal.jpg"
"x956283913835614208","Alex Azar","SecAzar","Washington, DC","Alex Azar is the 24th Secretary of the U.S. Department of Health & Human Services (@HHSgov). Privacy policy: https://t.co/zEIuizSSBB","https://t.co/OdwmH6escY",FALSE,5371,151,77,167,12,2018-01-24 21:53:46,TRUE,"https://t.co/OdwmH6escY","https://www.hhs.gov","en","https://pbs.twimg.com/profile_banners/956283913835614208/1520473598",,"http://pbs.twimg.com/profile_images/967079685879451648/gq-LdZRV_normal.jpg"
"x21597139","Neil Andrew Eyre","nevmech","Illinois, USA","UPB compliant. Follower of the NAP. father of two. Brit on tour. I found my unicorn you can too #voluntaryism #peacefulparenting nevmech@msn.com",,FALSE,1916,1889,28,5911,857,2009-02-22 20:53:03,FALSE,,,"en","https://pbs.twimg.com/profile_banners/21597139/1378644756","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/663666596272087040/CV3U7CZg_normal.jpg"
"x45564482","New York Magazine","NYMag","New York, NY","The ideas, people, and cultural currents that are forever reshaping the world.","http://t.co/uvSpg4t2HC",FALSE,1746759,873,13665,122153,1776,2009-06-08 13:30:34,TRUE,"http://t.co/uvSpg4t2HC","http://nymag.com","en","https://pbs.twimg.com/profile_banners/45564482/1443719391","http://pbs.twimg.com/profile_background_images/436154260107956224/eU96G4qd.jpeg","http://pbs.twimg.com/profile_images/2939680330/56f025f0104892f84a84c00bdb4ec812_normal.png"
"x212794397","Kat K","ShenzhenKat","Somewhere only we know","I had some dreams, they were clouds in my coffee...",,FALSE,340,337,0,5256,3048,2010-11-07 02:26:38,FALSE,,,"en","https://pbs.twimg.com/profile_banners/212794397/1517655772","http://pbs.twimg.com/profile_background_images/260661791/dhaspens_300_68528.jpg","http://pbs.twimg.com/profile_images/968829503769337857/CWl9rDd0_normal.jpg"
"x313584248","John L. Flavin","JLFlavin1","","Entrepreneur, Innovation Expert. Public Speaker, Investor",,FALSE,1108,796,116,2269,3454,2011-06-08 21:56:42,FALSE,,,"en",,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/482349956330979328/bDgutf6E_normal.jpeg"
"x348026902","Marla Picklesimer","Marla329","Ohio","Grammy, Mom, Daughter, Sister, Friend, Dreamer, StarGazer, Fantasy Blogger, Twitter Addict, Movie & Music Lover",,FALSE,424,2599,19,22487,632,2011-08-03 19:16:02,FALSE,,,"en","https://pbs.twimg.com/profile_banners/348026902/1516118720","http://pbs.twimg.com/profile_background_images/685819409630425088/0VS1-wdM.jpg","http://pbs.twimg.com/profile_images/964540283009601536/JFGJosY__normal.jpg"
"x933167786","tino","TinoDc4","Atlanta, GA","Michoacán / ig: tino_dc4",,FALSE,400,363,0,5983,2492,2012-11-07 23:14:36,FALSE,,,"en","https://pbs.twimg.com/profile_banners/933167786/1511211082","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/962820428174712832/42P5K2SW_normal.jpg"
"x3192588473","Darke the Dorke","MissDarke","Uni","Plays a lot of Moe Can Change and other games☆Likes to watch anime☆Tentative mangaka, possibly just a dumpster fire☆Studies web design & development",,FALSE,165,190,3,3001,29258,2015-04-21 21:55:03,FALSE,,,"en","https://pbs.twimg.com/profile_banners/3192588473/1517268073","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/878698607402246144/FtIJiogC_normal.jpg"
"x405136502","Staci|9/10|🍕🐨","rub_me_wrong_","Long Island, NY","Rub Me Wrong is such an iconic bop.😂🤣 🦄ABS🦄",,FALSE,1936,1870,62,46420,81527,2011-11-04 22:22:58,FALSE,,,"en","https://pbs.twimg.com/profile_banners/405136502/1519932252","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/969291295654076416/2vK9Vz3T_normal.jpg"
"x928264715838611457","halfie","dabdaddy429","Marquette, MI","i’m getting blackout drunk and you’re leaving me alone",,FALSE,24,45,0,193,287,2017-11-08 14:15:29,FALSE,,,"en","https://pbs.twimg.com/profile_banners/928264715838611457/1516715731",,"http://pbs.twimg.com/profile_images/928265912104443905/K8B9s5UR_normal.jpg"
"x18429289","sandymaxey","sandymaxey","Durham, NC","Building 21st C regional economies. Fascinated by innovation, sustainability, community economic development, networks and compelling people with big brains.",,FALSE,5556,3608,539,136486,41354,2008-12-28 16:19:09,FALSE,,,"en","https://pbs.twimg.com/profile_banners/18429289/1434045628","http://pbs.twimg.com/profile_background_images/378739223/Gold_square_sm2.png","http://pbs.twimg.com/profile_images/609057460205301761/WQ7wXURq_normal.jpg"
"x885725533694074884","Tonikaczor","Tonikaczor1","","loves jesus,family and america,supports president Trump and our military,loves a glass of wine",,FALSE,801,400,2,17606,15375,2017-07-14 04:59:58,FALSE,,,"en","https://pbs.twimg.com/profile_banners/885725533694074884/1501085751",,"http://pbs.twimg.com/profile_images/890244284120793089/uSwYBWlO_normal.jpg"
"x776638213","Christina Schmidt","mission2heal","US","TX Mom to vaccine-injured child(diagnosed;static encephalopathy manifested by autistic-like behaviors)VaxCanCauseAutism(NeuroimmuneDamage&GutDamage).",,FALSE,2807,2190,189,98662,66377,2012-08-23 19:47:56,FALSE,,,"en","https://pbs.twimg.com/profile_banners/776638213/1428948708","http://abs.twimg.com/images/themes/theme4/bg.gif","http://pbs.twimg.com/profile_images/847542081853677569/TEhefXsq_normal.jpg"
"x13773062","Ruth Wiens","ruthw","Winnipeg, MB","artist, photographer, digital artist, bird photographer, nature photographer, 
universal jewellers, custom jewellery designs, wearable art,one of a kind jewelry","https://t.co/LZ8EsJU3iS",FALSE,14,3,0,631,1,2008-02-21 15:11:29,FALSE,"https://t.co/LZ8EsJU3iS","http://www.ruthwiens.com","en",,"http://abs.twimg.com/images/themes/theme7/bg.gif","http://pbs.twimg.com/profile_images/3139644167/be74c52604a4ab9e6ce4279c0023e381_normal.jpeg"
"x246369318","Bethany Hubbard","bethanyjhubbard","Chicago, IL","Writer. Storyteller. Lover of art, science, music & cats. @UChicagoMed & Bio. Sciences Development comms. @MedillSchool & @NorthwesternU alum. [personal feed]","https://t.co/bK3gP4kzjM",FALSE,410,1281,23,847,316,2011-02-02 17:27:20,FALSE,"https://t.co/bK3gP4kzjM","https://www.linkedin.com/in/bethanyhubbard/","en","https://pbs.twimg.com/profile_banners/246369318/1398274849","http://abs.twimg.com/images/themes/theme18/bg.gif","http://pbs.twimg.com/profile_images/378800000232160466/7d91e7bff5ba1cf16f811dbf282de7af_normal.jpeg"
"x15446424","WNDU","WNDU","South Bend, Indiana","NewsCenter 16: Your Breaking News & Weather Authority. Follow us for the latest news, weather, sports and more in the Michiana area and beyond.","https://t.co/20NSbtyfN6",FALSE,74563,342,572,76804,418,2008-07-15 21:35:38,TRUE,"https://t.co/20NSbtyfN6","http://www.WNDU.com","en","https://pbs.twimg.com/profile_banners/15446424/1519949388","http://pbs.twimg.com/profile_background_images/779604450/0391696743bc21031ea8c5834c55cc28.jpeg","http://pbs.twimg.com/profile_images/826570586193145857/fODNyE2J_normal.jpg"
"x929817426","NeelKhan","Neelkhan0209","","running in circles 👒",,FALSE,11970,878,27,115715,120465,2012-11-06 14:19:13,FALSE,,,"en","https://pbs.twimg.com/profile_banners/929817426/1516124407","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/966013692964990976/8iyIthEy_normal.jpg"
"x43586631","nye","hexorcist_","Los Angeles, CA","27th member of @brckhmptn","https://t.co/ya5Zxen2Pf",FALSE,1192,753,14,106010,104223,2009-05-30 20:19:42,FALSE,"https://t.co/ya5Zxen2Pf","http://Instagram.com/nairie.etc","en","https://pbs.twimg.com/profile_banners/43586631/1474058169","http://pbs.twimg.com/profile_background_images/448600356/tumblr_lrzv31lN331qmf9gqo1_500.jpg","http://pbs.twimg.com/profile_images/971508877798682624/XZ8ovK-F_normal.jpg"
"x15236959","KFDA NewsChannel10","NewsChannel10","Amarillo, TX","NewsChannel10 Media is the leading media resource on the High Plains.","https://t.co/jyfnBcfcdF",FALSE,39707,930,422,68882,975,2008-06-25 21:36:51,FALSE,"https://t.co/jyfnBcfcdF","http://www.newschannel10.com","en","https://pbs.twimg.com/profile_banners/15236959/1517322170","http://pbs.twimg.com/profile_background_images/3016878/10greyfade.jpg","http://pbs.twimg.com/profile_images/894535804458074112/OW3f7Cco_normal.jpg"
"x1606136659","anthony lee blake","blakea96","Whitehall, OH","I'm not perfect but forgiven,also I love sweet spirit women and I'm a former southpaw heavyweight boxer.",,FALSE,1,28,0,3,11,2013-07-19 14:59:11,FALSE,,,"en","https://pbs.twimg.com/profile_banners/1606136659/1476889115","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/788469275996528640/zQr6-Sj6_normal.jpg"
"x804699992","Dianna","dianna__jaime","Orland, CA","CSU Chico, 3/8/17 🙏💙, SC// dianna_jaime",,FALSE,555,661,3,8275,9762,2012-09-05 14:23:04,FALSE,,,"en","https://pbs.twimg.com/profile_banners/804699992/1484521418","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/943371527453417473/qolaLzv3_normal.jpg"
"x966041829270605824","Luke Eriksen","RacingDudeBlog","Massachusetts, USA","Former Racer, Father of 3, Aspiring Writer","https://t.co/bcU5D0WEnm",FALSE,20,72,0,125,37,2018-02-20 20:08:15,FALSE,"https://t.co/bcU5D0WEnm","https://racingdude.com/","en","https://pbs.twimg.com/profile_banners/966041829270605824/1519697391","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/966051869071036416/7x5wzMVz_normal.jpg"
"x428395935","N","__Dragunov","","",,FALSE,6486,958,31,27824,14976,2011-12-04 18:20:37,FALSE,,,"en","https://pbs.twimg.com/profile_banners/428395935/1518922052","http://abs.twimg.com/images/themes/theme4/bg.gif","http://pbs.twimg.com/profile_images/972216936716226560/BUO8kLB3_normal.jpg"
"x83391735","Owen Spendlove","2L84PRAYN","Crewe, VA","Insurance Agent: Auto, Home, Renters, Life, Medicare Supplements, and Annuities.","https://t.co/PT7rSVi5S0",FALSE,578,2261,27,14331,37,2009-10-18 16:19:00,FALSE,"https://t.co/PT7rSVi5S0","http://www.NSURU.today","en","https://pbs.twimg.com/profile_banners/83391735/1353910451","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/579492886938423296/SfTJu1M0_normal.jpg"
"x16128601","WSLS 10","wsls","Roanoke, Virginia","Thank you for stopping by @WSLS -- the place to go for local stories, the latest breaking news, weather updates, sports and more. 
Email: news@wsls.com","http://t.co/93G2rtgXuG",FALSE,60923,686,588,66799,1344,2008-09-04 13:16:53,FALSE,"http://t.co/93G2rtgXuG","http://www.wsls.com","en","https://pbs.twimg.com/profile_banners/16128601/1519649836","http://pbs.twimg.com/profile_background_images/20906959/New_Image.JPG","http://pbs.twimg.com/profile_images/968107605271957504/TngYRwAz_normal.jpg"
"x776638213","Christina Schmidt","mission2heal","US","TX Mom to vaccine-injured child(diagnosed;static encephalopathy manifested by autistic-like behaviors)VaxCanCauseAutism(NeuroimmuneDamage&GutDamage).",,FALSE,2807,2190,189,98662,66377,2012-08-23 19:47:56,FALSE,,,"en","https://pbs.twimg.com/profile_banners/776638213/1428948708","http://abs.twimg.com/images/themes/theme4/bg.gif","http://pbs.twimg.com/profile_images/847542081853677569/TEhefXsq_normal.jpg"
"x432990474","cameron","_Yuppie_Flu","NAU","",,FALSE,503,425,1,11036,14812,2011-12-10 01:00:35,FALSE,,,"en","https://pbs.twimg.com/profile_banners/432990474/1518414321","http://pbs.twimg.com/profile_background_images/570411944708816896/ihcWG67M.jpeg","http://pbs.twimg.com/profile_images/966506991718821889/QkJgIQ3g_normal.jpg"
"x857268575538642945","Jillianne Gray","jillianne_gray","Long Island, NY","💜Mom💜Foodie💜Wine Lover💜
I cook💜80s/90s Rap & Hip Hop Enthusiast💜 ""Heres a funky introduction of how nice I am"" ~TCQ",,FALSE,1282,1038,13,10487,13747,2017-04-26 16:22:10,FALSE,,,"en","https://pbs.twimg.com/profile_banners/857268575538642945/1514507562",,"http://pbs.twimg.com/profile_images/970842580509450245/3Y8d1fE4_normal.jpg"
